-3.36e-011,0
-3.3575e-011,0
-3.355e-011,0
-3.3525e-011,0
-3.35e-011,0
-3.3475e-011,0
-3.345e-011,1
-3.3425e-011,0
-3.34e-011,0
-3.3375e-011,0
-3.335e-011,0
-3.3325e-011,0
-3.33e-011,0
-3.3275e-011,1
-3.325e-011,0
-3.3225e-011,1
-3.32e-011,0
-3.3175e-011,0
-3.315e-011,0
-3.3125e-011,0
-3.31e-011,1
-3.3075e-011,0
-3.305e-011,0
-3.3025e-011,0
-3.3e-011,0
-3.2975e-011,1
-3.295e-011,0
-3.2925e-011,1
-3.29e-011,0
-3.2875e-011,1
-3.285e-011,3
-3.2825e-011,2
-3.28e-011,0
-3.2775e-011,0
-3.275e-011,0
-3.2725e-011,0
-3.27e-011,0
-3.2675e-011,0
-3.265e-011,0
-3.2625e-011,1
-3.26e-011,1
-3.2575e-011,0
-3.255e-011,1
-3.2525e-011,0
-3.25e-011,0
-3.2475e-011,1
-3.245e-011,0
-3.2425e-011,0
-3.24e-011,1
-3.2375e-011,1
-3.235e-011,0
-3.2325e-011,0
-3.23e-011,0
-3.2275e-011,2
-3.225e-011,0
-3.2225e-011,0
-3.22e-011,0
-3.2175e-011,2
-3.215e-011,1
-3.2125e-011,0
-3.21e-011,0
-3.2075e-011,0
-3.205e-011,0
-3.2025e-011,4
-3.2e-011,0
-3.1975e-011,0
-3.195e-011,1
-3.1925e-011,1
-3.19e-011,1
-3.1875e-011,1
-3.185e-011,1
-3.1825e-011,2
-3.18e-011,0
-3.1775e-011,2
-3.175e-011,0
-3.1725e-011,0
-3.17e-011,4
-3.1675e-011,1
-3.165e-011,0
-3.1625e-011,0
-3.16e-011,2
-3.1575e-011,0
-3.155e-011,2
-3.1525e-011,1
-3.15e-011,0
-3.1475e-011,0
-3.145e-011,0
-3.1425e-011,0
-3.14e-011,3
-3.1375e-011,1
-3.135e-011,1
-3.1325e-011,1
-3.13e-011,0
-3.1275e-011,5
-3.125e-011,0
-3.1225e-011,1
-3.12e-011,2
-3.1175e-011,1
-3.115e-011,2
-3.1125e-011,0
-3.11e-011,1
-3.1075e-011,0
-3.105e-011,0
-3.1025e-011,0
-3.1e-011,0
-3.0975e-011,0
-3.095e-011,0
-3.0925e-011,3
-3.09e-011,0
-3.0875e-011,1
-3.085e-011,2
-3.0825e-011,1
-3.08e-011,1
-3.0775e-011,1
-3.075e-011,1
-3.0725e-011,2
-3.07e-011,3
-3.0675e-011,0
-3.065e-011,1
-3.0625e-011,0
-3.06e-011,0
-3.0575e-011,0
-3.055e-011,1
-3.0525e-011,0
-3.05e-011,1
-3.0475e-011,3
-3.045e-011,1
-3.0425e-011,1
-3.04e-011,2
-3.0375e-011,2
-3.035e-011,2
-3.0325e-011,0
-3.03e-011,0
-3.0275e-011,3
-3.025e-011,2
-3.0225e-011,2
-3.02e-011,0
-3.0175e-011,0
-3.015e-011,0
-3.0125e-011,0
-3.01e-011,2
-3.0075e-011,2
-3.005e-011,0
-3.0025e-011,1
-3e-011,3
-2.9975e-011,3
-2.995e-011,0
-2.9925e-011,1
-2.99e-011,0
-2.9875e-011,2
-2.985e-011,0
-2.9825e-011,1
-2.98e-011,3
-2.9775e-011,2
-2.975e-011,1
-2.9725e-011,0
-2.97e-011,1
-2.9675e-011,0
-2.965e-011,0
-2.9625e-011,1
-2.96e-011,2
-2.9575e-011,2
-2.955e-011,0
-2.9525e-011,2
-2.95e-011,1
-2.9475e-011,0
-2.945e-011,2
-2.9425e-011,1
-2.94e-011,0
-2.9375e-011,2
-2.935e-011,2
-2.9325e-011,4
-2.93e-011,1
-2.9275e-011,3
-2.925e-011,1
-2.9225e-011,1
-2.92e-011,1
-2.9175e-011,5
-2.915e-011,4
-2.9125e-011,1
-2.91e-011,3
-2.9075e-011,1
-2.905e-011,1
-2.9025e-011,1
-2.9e-011,1
-2.8975e-011,4
-2.895e-011,2
-2.8925e-011,1
-2.89e-011,0
-2.8875e-011,3
-2.885e-011,1
-2.8825e-011,1
-2.88e-011,3
-2.8775e-011,2
-2.875e-011,1
-2.8725e-011,0
-2.87e-011,4
-2.8675e-011,0
-2.865e-011,1
-2.8625e-011,2
-2.86e-011,1
-2.8575e-011,2
-2.855e-011,1
-2.8525e-011,2
-2.85e-011,3
-2.8475e-011,1
-2.845e-011,2
-2.8425e-011,1
-2.84e-011,2
-2.8375e-011,2
-2.835e-011,3
-2.8325e-011,0
-2.83e-011,5
-2.8275e-011,4
-2.825e-011,2
-2.8225e-011,2
-2.82e-011,2
-2.8175e-011,3
-2.815e-011,6
-2.8125e-011,2
-2.81e-011,2
-2.8075e-011,1
-2.805e-011,3
-2.8025e-011,2
-2.8e-011,2
-2.7975e-011,5
-2.795e-011,2
-2.7925e-011,3
-2.79e-011,2
-2.7875e-011,3
-2.785e-011,1
-2.7825e-011,4
-2.78e-011,2
-2.7775e-011,0
-2.775e-011,1
-2.7725e-011,5
-2.77e-011,4
-2.7675e-011,4
-2.765e-011,4
-2.7625e-011,4
-2.76e-011,4
-2.7575e-011,1
-2.755e-011,1
-2.7525e-011,6
-2.75e-011,5
-2.7475e-011,4
-2.745e-011,2
-2.7425e-011,2
-2.74e-011,2
-2.7375e-011,2
-2.735e-011,2
-2.7325e-011,3
-2.73e-011,0
-2.7275e-011,2
-2.725e-011,2
-2.7225e-011,1
-2.72e-011,1
-2.7175e-011,3
-2.715e-011,3
-2.7125e-011,3
-2.71e-011,3
-2.7075e-011,3
-2.705e-011,1
-2.7025e-011,3
-2.7e-011,3
-2.6975e-011,5
-2.695e-011,3
-2.6925e-011,4
-2.69e-011,3
-2.6875e-011,4
-2.685e-011,1
-2.6825e-011,2
-2.68e-011,3
-2.6775e-011,2
-2.675e-011,4
-2.6725e-011,7
-2.67e-011,5
-2.6675e-011,3
-2.665e-011,6
-2.6625e-011,3
-2.66e-011,3
-2.6575e-011,3
-2.655e-011,3
-2.6525e-011,7
-2.65e-011,2
-2.6475e-011,6
-2.645e-011,3
-2.6425e-011,6
-2.64e-011,5
-2.6375e-011,5
-2.635e-011,2
-2.6325e-011,5
-2.63e-011,4
-2.6275e-011,2
-2.625e-011,3
-2.6225e-011,8
-2.62e-011,5
-2.6175e-011,2
-2.615e-011,1
-2.6125e-011,4
-2.61e-011,2
-2.6075e-011,0
-2.605e-011,8
-2.6025e-011,4
-2.6e-011,7
-2.5975e-011,4
-2.595e-011,4
-2.5925e-011,7
-2.59e-011,5
-2.5875e-011,4
-2.585e-011,6
-2.5825e-011,4
-2.58e-011,4
-2.5775e-011,3
-2.575e-011,11
-2.5725e-011,6
-2.57e-011,4
-2.5675e-011,4
-2.565e-011,5
-2.5625e-011,7
-2.56e-011,8
-2.5575e-011,11
-2.555e-011,5
-2.5525e-011,5
-2.55e-011,2
-2.5475e-011,8
-2.545e-011,5
-2.5425e-011,6
-2.54e-011,17
-2.5375e-011,1
-2.535e-011,5
-2.5325e-011,5
-2.53e-011,5
-2.5275e-011,5
-2.525e-011,3
-2.5225e-011,4
-2.52e-011,2
-2.5175e-011,4
-2.515e-011,4
-2.5125e-011,3
-2.51e-011,6
-2.5075e-011,6
-2.505e-011,1
-2.5025e-011,8
-2.5e-011,2
-2.4975e-011,9
-2.495e-011,7
-2.4925e-011,5
-2.49e-011,9
