8,13
9,14
10,10
11,9
12,6
13,5
14,2
15,1
16,4
17,3
18,8
19,7
20,12
21,11
22,16
23,15
40,15
41,16
42,11
43,12
44,7
45,8
46,3
47,4
48,1
49,2
50,5
51,6
52,9
53,10
54,14
55,13
