LECROYWRHRO66Zi	56744	Histogram
Segments	1	SegmentSize	2000
Segment	TrigTime	TimeSinceSegment1
#1	13-Nov-2013 16:55:02	0                 
Time	Ampl
-7.32e-010	0
-7.315e-010	0
-7.31e-010	0
-7.305e-010	0
-7.3e-010	0
-7.295e-010	0
-7.29e-010	0
-7.285e-010	0
-7.28e-010	0
-7.275e-010	0
-7.27e-010	0
-7.265e-010	0
-7.26e-010	0
-7.255e-010	0
-7.25e-010	0
-7.245e-010	0
-7.24e-010	0
-7.235e-010	0
-7.23e-010	0
-7.225e-010	0
-7.22e-010	0
-7.215e-010	0
-7.21e-010	0
-7.205e-010	0
-7.2e-010	0
-7.195e-010	0
-7.19e-010	0
-7.185e-010	0
-7.18e-010	0
-7.175e-010	0
-7.17e-010	0
-7.165e-010	0
-7.16e-010	0
-7.155e-010	0
-7.15e-010	0
-7.145e-010	0
-7.14e-010	0
-7.135e-010	0
-7.13e-010	0
-7.125e-010	0
-7.12e-010	0
-7.115e-010	0
-7.11e-010	0
-7.105e-010	0
-7.1e-010	0
-7.095e-010	0
-7.09e-010	0
-7.085e-010	0
-7.08e-010	0
-7.075e-010	0
-7.07e-010	0
-7.065e-010	0
-7.06e-010	0
-7.055e-010	0
-7.05e-010	0
-7.045e-010	0
-7.04e-010	0
-7.035e-010	0
-7.03e-010	0
-7.025e-010	0
-7.02e-010	0
-7.015e-010	0
-7.01e-010	0
-7.005e-010	0
-7e-010	0
-6.995e-010	0
-6.99e-010	0
-6.985e-010	0
-6.98e-010	0
-6.975e-010	0
-6.97e-010	0
-6.965e-010	0
-6.96e-010	0
-6.955e-010	0
-6.95e-010	0
-6.945e-010	0
-6.94e-010	0
-6.935e-010	0
-6.93e-010	0
-6.925e-010	0
-6.92e-010	0
-6.915e-010	0
-6.91e-010	0
-6.905e-010	0
-6.9e-010	0
-6.895e-010	0
-6.89e-010	0
-6.885e-010	0
-6.88e-010	0
-6.875e-010	0
-6.87e-010	0
-6.865e-010	0
-6.86e-010	0
-6.855e-010	0
-6.85e-010	0
-6.845e-010	0
-6.84e-010	0
-6.835e-010	0
-6.83e-010	0
-6.825e-010	0
-6.82e-010	0
-6.815e-010	0
-6.81e-010	0
-6.805e-010	0
-6.8e-010	0
-6.795e-010	0
-6.79e-010	0
-6.785e-010	0
-6.78e-010	0
-6.775e-010	0
-6.77e-010	0
-6.765e-010	0
-6.76e-010	0
-6.755e-010	0
-6.75e-010	0
-6.745e-010	0
-6.74e-010	0
-6.735e-010	0
-6.73e-010	0
-6.725e-010	0
-6.72e-010	0
-6.715e-010	0
-6.71e-010	0
-6.705e-010	0
-6.7e-010	0
-6.695e-010	0
-6.69e-010	0
-6.685e-010	0
-6.68e-010	0
-6.675e-010	0
-6.67e-010	0
-6.665e-010	0
-6.66e-010	0
-6.655e-010	0
-6.65e-010	0
-6.645e-010	0
-6.64e-010	0
-6.635e-010	0
-6.63e-010	0
-6.625e-010	0
-6.62e-010	0
-6.615e-010	0
-6.61e-010	0
-6.605e-010	0
-6.6e-010	0
-6.595e-010	0
-6.59e-010	0
-6.585e-010	0
-6.58e-010	0
-6.575e-010	0
-6.57e-010	0
-6.565e-010	0
-6.56e-010	0
-6.555e-010	0
-6.55e-010	0
-6.545e-010	0
-6.54e-010	0
-6.535e-010	0
